InitialTime;FinalTime;InitialTorque;FinalTorque;TorqueDiff;DeltaT;ThroughZero
31302,598;31303,103;0,2599999999999909;49,02999999999997;48,76999999999998;96,57425742624345;0
31303,108;31303,883;48,06999999999999;0,9300000000000068;47,139999999999986;-60,82580645149868;1
31305,699;31305,964;-1,900000000000034;37,870000000000005;39,77000000000004;150,075471698443;0
31305,969;31306,404;37,420000000000016;5,490000000000009;31,930000000000007;-73,40229885096761;0
31306,409;31306,829;6,180000000000007;19,899999999999977;13,71999999999997;32,66666666651946;0
31306,834;31307,179;19,539999999999964;6,300000000000011;13,239999999999952;-38,37681159407326;0
31307,184;31307,514;6,610000000000014;18,69999999999999;12,089999999999975;36,636363636573584;0
31307,519;31307,844;18,379999999999995;7,439999999999998;10,939999999999998;-33,661538461463095;0
31307,849;31308,184;7,949999999999989;21,899999999999977;13,949999999999989;41,6417910444324;0
31308,189;31308,524;21,49000000000001;4,339999999999975;17,150000000000034;-51,19402985032385;0
31308,959;31309,269;4,680000000000007;18,25999999999999;13,579999999999984;43,80645161271811;0
31309,974;31310,219;8,529999999999973;18,94999999999999;10,420000000000016;42,53061224444332;0
31310,224;31310,459;18,46999999999997;8,120000000000005;10,349999999999966;-44,04255319138013;0
31317,094;31317,349;3,6100000000000136;18,180000000000007;14,569999999999993;57,13725490254767;0
31317,354;31317,679;17,920000000000016;4,75;13,170000000000016;-40,52307692298625;0
31318,124;31318,374;7,610000000000014;21,25;13,639999999999986;54,559999999999945;0
31318,379;31318,644;20,75999999999999;5,300000000000011;15,45999999999998;-58,3396226416375;0
31333,379;31333,780;0,8299999999999841;26,069999999999993;25,24000000000001;62,94264339183186;0
31342,334;31342,669;11,629999999999995;1,5600000000000023;10,069999999999993;-30,0597014922892;1
31343,835;31344,070;8,199999999999989;19,889999999999986;11,689999999999998;49,744680850940604;0
31344,690;31344,935;10,149999999999977;22,920000000000016;12,770000000000039;52,12244897903474;0
31344,940;31345,145;22,189999999999998;12,110000000000014;10,079999999999984;-49,17073170689815;0
31348,290;31348,640;0,2599999999999909;10,759999999999991;10,5;30,000000000124732;0
31810,482;31810,977;4,800000000000011;15,870000000000005;11,069999999999993;22,36363636368237;0
31811,207;31811,822;15,029999999999973;41,110000000000014;26,08000000000004;42,406504064930346;0
31811,827;31812,377;40,31999999999999;1,349999999999966;38,97000000000003;-70,85454545463924;1
31812,772;31813,567;0,11000000000001364;57,349999999999966;57,23999999999995;72,0000000001581;0
31813,572;31814,162;56,50999999999999;-0,9800000000000182;57,49000000000001;-97,44067796607767;1
31814,892;31815,187;1,490000000000009;22,289999999999964;20,799999999999955;70,50847457581888;0
31815,192;31815,507;22,279999999999973;2,9399999999999977;19,339999999999975;-61,396825396371504;0
31815,512;31815,902;3,0600000000000023;29,579999999999984;26,519999999999982;68,00000000010144;0
31815,907;31816,382;29,079999999999984;-0,7200000000000273;29,80000000000001;-62,73684210497488;1
31823,518;31823,993;-1,170000000000016;22,099999999999966;23,269999999999982;48,98947368436057;0
31823,997;31824,532;21,75999999999999;0,46999999999997044;21,29000000000002;-39,79439252337535;1
31826,697;31827,147;0,3499999999999659;38,48000000000002;38,13000000000005;84,73333333319644;0
31827,152;31827,413;37,339999999999975;14,029999999999973;23,310000000000002;-89,31034482681937;0
31827,417;31827,688;14,849999999999966;44,73000000000002;29,880000000000052;110,25830258424565;0
31827,692;31827,957;42,55000000000001;7,439999999999998;35,110000000000014;-132,4905660380269;0
31839,947;31840,178;1,6499999999999773;22,569999999999993;20,920000000000016;90,56277056286191;0
31840,182;31840,398;21,620000000000005;9,039999999999964;12,580000000000041;-58,240740740646764;0
